filename,pos-x,pos-y,scale,rot,*,**
01_adam_sandler_01_001.avi,138.408076643221,65.7631578947368,0.734649122807018,0,1,0
01_adam_sandler_01_002.avi,121.211860295901,56.9491874848411,0.786987069034741,0.14691839641454,1,0
01_adam_sandler_01_003.avi,126.398617511521,59.1575309240844,0.833651818206314,-0.0276427266427251,1,0
01_adam_sandler_01_004.avi,126.411957312636,55.4333009944215,0.824383408772065,-0.0699318597313149,1,0
01_adam_sandler_01_005.avi,118.000606354596,77.075309240844,0.728203990910337,-0.321948039747245,1,0
01_adam_sandler_01_006.avi,125.069488236721,68.6675964103808,0.81925776488957,-0.270471433393929,1,0
01_adam_sandler_01_007.avi,120.922022798933,51.396192093136,0.794835360894893,0.116217399763256,1,0
01_adam_sandler_01_008.avi,122.621028377395,61.3828522920203,0.760864866872331,0.106190902497004,1,0
01_adam_sandler_01_009.avi,119.276376424933,55.6200582100412,0.785383235398625,0.13240698000589,1,0
01_adam_sandler_01_010.avi,109.652316274557,85.2101625030318,0.735010369447512,-0.0313536396242669,1,0
01_adam_sandler_01_011.avi,118.090346834829,58.4844773223381,0.857479128733714,-0.175563150999022,1,0
01_adam_sandler_01_012.avi,114.286078098472,69.1041717196216,0.792494090860731,-0.0873348786728306,1,0
01_adam_sandler_01_013.avi,115.721925782197,67.1953674508852,0.756307016585066,-0.168355906872881,1,0
01_adam_sandler_01_014.avi,111.824278438031,63.9040747028862,0.80477099527813,-0.305349467474958,1,0
01_adam_sandler_01_015.avi,114.79905408683,56.6726897889886,0.828879206168261,0.125421140590501,1,0
01_adam_sandler_01_016.avi,119.472835314092,50.3932815910744,0.849313888038404,-0.108732188237584,1,0
01_adam_sandler_01_017.avi,112.903589619209,52.4051661411593,0.808166047596291,-0.21549512840573,1,0
01_adam_sandler_01_018.avi,115.801964588892,77.4815668202765,0.757486084405638,-0.45678614150253,1,0
01_adam_sandler_01_019.avi,112.470652437545,86.8424690759156,0.691173644250963,0.0333429157683549,1,0
01_adam_sandler_01_020.avi,120.012490904681,51.6726897889886,0.861525384260735,0.120644841339228,1,0
01_adam_sandler_01_021.avi,114.812393887946,58.5511763279165,0.816621213853383,-0.113103473793652,1,0
